,date_beach_address,height_rise_max,height_rise_min,height_rise_mean,height_rise_median,height_rise_std,height_rise_var,height_rise_sem,date,beach_address,beach_name,country_state,country,latitude,longitude
0,2020-04-27|1 km off Blacks Beach Queensland AUSTRALIA,0.9345244374557778,-0.9773940556912897,0.0709502577145688,0.2094274531479945,0.7218893072028385,0.5211241718537941,0.22828144292819644,2020-04-27,1 km off Blacks Beach Queensland AUSTRALIA,1 km off Black's Beach,Queensland,AUSTRALIA,-21.062778,149.1875
1,2020-04-27|10 miles off Nambucca Heads onboard trawler New South Wales AUSTRALIA,0.6772379711232455,-0.4335384423150913,0.07908934312154974,0.12940508703487763,0.3741133482546914,0.139960797342336,0.1037603738436774,2020-04-27,10 miles off Nambucca Heads onboard trawler New South Wales AUSTRALIA,10 miles off Nambucca Heads onboard trawler,New South Wales,AUSTRALIA,-30.6419702,152.9978834
2,2020-04-27|15 km north of Lancelin north of Perth Western Australia AUSTRALIA,0.2893379625157995,-0.20172252540423494,0.013809708423086386,-0.048063339875453644,0.16802475881094045,0.02823231957347471,0.04490650571184752,2020-04-27,15 km north of Lancelin north of Perth Western Australia AUSTRALIA,15 km north of Lancelin,Western Australia,AUSTRALIA,-31.045409799999998,115.35327749999999
3,2020-04-27|15 miles off shore New South Wales AUSTRALIA,0.6355108740512087,-0.466490018957509,0.0654984059529277,0.08663097192323141,0.3580336639325729,0.12818810450898258,0.09930067181931797,2020-04-27,15 miles off shore New South Wales AUSTRALIA,1.5 miles off shore,New South Wales,AUSTRALIA,-31.2532183,146.921099
4,2020-04-27|15 miles up the Cataract River New South Wales AUSTRALIA,0.6215833164082484,-0.46865150640234665,0.05881940019267458,0.0756279387511128,0.3521027487598105,0.12397634568421423,0.09765573191425472,2020-04-27,15 miles up the Cataract River New South Wales AUSTRALIA,15 miles up the Cataract River,New South Wales,AUSTRALIA,-34.229766399999995,150.7616844
5,2020-04-27|150 yards from the pier at Lorne Victoria AUSTRALIA,0.9768799943123923,-0.8602139953312806,0.1526607841892266,0.17268015079515847,0.5846034176637472,0.34176115594413375,0.16876047027866986,2020-04-27,150 yards from the pier at Lorne Victoria AUSTRALIA,150 yards from the pier at Lorne,Victoria,AUSTRALIA,-38.5366556,143.97154840000002
6,2020-04-27|18 km west of Bunbury Western Australia AUSTRALIA,0.31147513748180466,-0.21246610508220565,-0.0005786594095041111,-0.051081944695786106,0.18159960233054792,0.03297841556661314,0.05242328964513542,2020-04-27,18 km west of Bunbury Western Australia AUSTRALIA,18 km west of Bunbury,Western Australia,AUSTRALIA,-33.3209971,115.63834820000001
7,2020-04-27|18 miles south of Port Augusta South Australia AUSTRALIA,1.4093382133976737,-1.2971567437122782,0.07815741803758715,0.1263010686242938,0.8244218620085544,0.6796714065576519,0.2379900919782257,2020-04-27,18 miles south of Port Augusta South Australia AUSTRALIA,18 miles south of Port Augusta,South Australia,AUSTRALIA,-32.495233899999995,137.78943940000002
8,2020-04-27|20 k off The Spit off the Gold Coast Queensland AUSTRALIA,0.6931353280720509,-0.46386526339180545,0.07715630362464596,0.05880311383443817,0.38841699255741463,0.15086776010734668,0.11212632760542411,2020-04-27,20 k off The Spit off the Gold Coast Queensland AUSTRALIA,20 k off The Spit,Queensland,AUSTRALIA,-27.9352516,153.43347680000002
9,2020-04-27|20 miles off Sydney New South Wales AUSTRALIA,0.6300803010871231,-0.4657548917338656,0.0633809838629394,0.08388338532091576,0.3555483355129545,0.12641461888603248,0.09861136573829474,2020-04-27,20 miles off Sydney New South Wales AUSTRALIA,20 miles off Sydney,New South Wales,AUSTRALIA,-33.8688197,151.2092955
10,2020-04-27|200 km east of Coolangatta Queensland AUSTRALIA,0.690831162752822,-0.46022738400741015,0.07699094192653456,0.05898836027890565,0.38817146948176595,0.15067708971963356,0.1120554511985151,2020-04-27,200 km east of Coolangatta Queensland AUSTRALIA,200 km east of Coolangatta,Queensland,AUSTRALIA,-28.166666999999997,153.533333
11,2020-04-27|200 miles offshore Queensland AUSTRALIA,1.1259650002932697,-0.8163396313496025,0.171141498215033,0.17413237724111336,0.727028752524848,0.5285708069978367,0.2299066782409412,2020-04-27,200 miles offshore Queensland AUSTRALIA,200 miles offshore,Queensland,AUSTRALIA,-20.9175738,142.7027956
